A&M-Corpus Christi,26172,2014,-,0,-,2013-14,-,-,-,-,-,-,-,-,-,-,-,-
Abilene Christian,2,2014,-,0,-,2013-14,-,-,-,-,-,-,-,-,-,-,-,-
Academy of Art,30123,2014,"Anderson, Mike",1484373,So.,2013-14,6,1,0.17,0,-,2,0.33,0:00,0,0.00,0,0
Academy of Art,30123,2014,"Barrera, Luis",1256709,Sr.,2013-14,1,0,-,0,-,0,-,0:00,0,0.00,0,0
Academy of Art,30123,2014,"Bartelle, Leonardo",1264836,Sr.,2013-14,17,1,0.06,3,0.18,5,0.29,0:00,0,0.00,0,0
Academy of Art,30123,2014,"Baumann, Jacob",1484371,So.,2013-14,1,0,-,0,-,0,-,10:51,0,0.00,0,0
Academy of Art,30123,2014,"Durano, Andrew",1159901,Sr.,2013-14,16,0,-,2,0.13,2,0.13,0:00,0,0.00,0,0
Academy of Art,30123,2014,"Ekberg, Aron",1256690,Sr.,2013-14,16,1,0.06,5,0.31,7,0.44,0:00,0,0.00,0,0
Academy of Art,30123,2014,"Eldon, Jon",1484377,Jr.,2013-14,16,4,0.25,2,0.13,10,0.63,0:00,0,0.00,0,0
Academy of Art,30123,2014,"Fiero, Brady",1256694,Jr.,2013-14,3,0,-,0,-,0,-,0:00,0,0.00,0,0
Academy of Art,30123,2014,"Fleschhut, Lennart",1362814,So.,2013-14,15,2,0.13,0,-,4,0.27,0:00,0,0.00,0,0
Academy of Art,30123,2014,"Garcia-Resendez, Manuel",1484374,Jr.,2013-14,5,0,-,0,-,0,-,0:00,0,0.00,0,0
Academy of Art,30123,2014,"Gretarsson, Jonmundur",1264835,Sr.,2013-14,16,9,0.56,4,0.25,22,1.38,0:00,0,0.00,0,0
Academy of Art,30123,2014,"Gudbjartsson, Runar",1373295,Jr.,2013-14,16,2,0.13,0,-,4,0.25,0:00,0,0.00,0,0
Academy of Art,30123,2014,"Gyan, Sylvester",1380585,Sr.,2013-14,14,0,-,1,0.07,1,0.07,0:00,0,0.00,0,0
Academy of Art,30123,2014,"Heinemann, Patrick",1170950,Sr.,2013-14,16,0,-,1,0.06,1,0.06,0:00,0,0.00,0,0
Academy of Art,30123,2014,"Hernandez, Carlos",1363717,Jr.,2013-14,17,1,0.06,0,-,2,0.12,0:00,0,0.00,0,0
Academy of Art,30123,2014,"Leader, Joshua",1484372,Jr.,2013-14,10,0,-,0,-,0,-,948:59,11,0.02,33,2
Academy of Art,30123,2014,"McLellan, Malcolm",1484390,Jr.,2013-14,18,0,-,1,0.06,1,0.06,0:00,0,0.00,0,0
Academy of Art,30123,2014,"Mendoza, Ricardo",1484375,Fr.,2013-14,14,0,-,0,-,0,-,0:00,0,0.00,0,0
Academy of Art,30123,2014,"Nagel, Frederik",1256689,Jr.,2013-14,18,4,0.22,1,0.06,9,0.50,0:00,0,0.00,0,0
Academy of Art,30123,2014,"Sanchez, Jesus",1362816,So.,2013-14,16,4,0.25,0,-,8,0.50,0:00,0,0.00,0,0
Academy of Art,30123,2014,"Sveinsson, Thorvaldur",1362815,Jr.,2013-14,16,1,0.06,1,0.06,3,0.19,0:00,0,0.00,0,0
Academy of Art,30123,2014,"Theis, Luca",1484376,Fr.,2013-14,9,0,-,0,-,0,-,740:49,10,0.02,22,1
Academy of Art,30123,2014,"Urbanyi, Kristof",1362819,So.,2013-14,17,1,0.06,2,0.12,4,0.24,0:00,0,0.00,0,0
Academy of Art,30123,2014,"Velasco Villa, William",1484389,Fr.,2013-14,18,3,0.17,2,0.11,8,0.44,0:00,0,0.00,0,0
Adams St.,929,2014,"Allen, Jeremy",1506243,Fr.,2013-14,7,0,-,0,-,0,-,0:00,0,0.00,0,0
Adams St.,929,2014,"Anderson, Matt",1506240,Jr.,2013-14,17,2,0.12,0,-,4,0.24,0:00,0,0.00,0,0
Adams St.,929,2014,"Bussen, Kenan",1506245,Jr.,2013-14,3,0,-,0,-,0,-,0:00,0,0.00,0,0
Adams St.,929,2014,"Campbell, Jacob",1513473,---,2013-14,2,0,-,0,-,0,-,0:00,0,0.00,0,0
Adams St.,929,2014,"Dennis, J..J.",1373319,So.,2013-14,13,1,0.08,1,0.08,3,0.23,0:00,0,0.00,0,0
Adams St.,929,2014,"Dennis, J.J.",1517269,---,2013-14,4,0,-,0,-,0,-,0:00,0,0.00,0,0
Adams St.,929,2014,"Fabbricatore, Symon",1506246,Fr.,2013-14,15,1,0.07,1,0.07,3,0.20,0:00,0,0.00,0,0
Adams St.,929,2014,"Forrest, Gus",1373318,So.,2013-14,1,0,-,0,-,0,-,0:00,0,0.00,0,0
Adams St.,929,2014,"Fox, Aaron",1373323,So.,2013-14,13,4,0.31,0,-,8,0.62,0:00,0,0.00,0,0
Adams St.,929,2014,"Hanna, Hawken",1149131,Sr.,2013-14,16,0,-,0,-,0,-,0:00,0,0.00,0,0
Adams St.,929,2014,"Hansen, Nicholas",1506244,Fr.,2013-14,10,0,-,1,0.10,1,0.10,0:00,0,0.00,0,0
Adams St.,929,2014,"Henrickson, Erik",1267332,Jr.,2013-14,15,1,0.07,0,-,2,0.13,0:00,0,0.00,0,0
Adams St.,929,2014,"Hinkle, Andrew",1279068,Jr.,2013-14,17,0,-,0,-,0,-,0:00,0,0.00,0,0
Adams St.,929,2014,"Hughes, Jake",1385396,Sr.,2013-14,12,0,-,1,0.08,1,0.08,0:00,0,0.00,0,0
Adams St.,929,2014,"Jackson, Ethan",1506247,Fr.,2013-14,15,1,0.07,0,-,2,0.13,0:00,0,0.00,0,0
Adams St.,929,2014,"Lee, Kevin",1149116,Sr.,2013-14,-,-,-,-,-,-,-,-,-,-,-,-
Adams St.,929,2014,"Lopez, Norberto",1149117,Sr.,2013-14,17,1,0.06,1,0.06,3,0.18,0:00,0,0.00,0,0
Adams St.,929,2014,"Magana, Miguel",1373312,So.,2013-14,13,0,-,0,-,0,-,0:00,0,0.00,0,0
Adams St.,929,2014,"Martinez, Andrew",1506248,Fr.,2013-14,15,0,-,0,-,0,-,0:00,0,0.00,0,0
Adams St.,929,2014,"Munford-Loughrin, JP",1513476,---,2013-14,2,0,-,0,-,0,-,0:00,0,0.00,0,0
Adams St.,929,2014,"Omana-Marin, Fabian",1373310,Sr.,2013-14,17,1,0.06,1,0.06,3,0.18,0:00,0,0.00,0,0
Adams St.,929,2014,"Petrov, Steve",1373316,So.,2013-14,2,0,-,0,-,0,-,0:00,0,0.00,0,0
Adams St.,929,2014,"Rickard, Eric",1149113,Sr.,2013-14,11,1,0.09,0,-,2,0.18,0:00,0,0.00,0,0
Adams St.,929,2014,"Ronco, Nathan",1513475,---,2013-14,1,0,-,0,-,0,-,0:00,0,0.00,0,0
Adams St.,929,2014,"Sanchez, Raul",1518818,---,2013-14,1,0,-,0,-,0,-,0:00,0,0.00,0,0
Adams St.,929,2014,"Schultz, Connor",1514165,---,2013-14,2,0,-,0,-,0,-,0:00,0,0.00,0,0
Adams St.,929,2014,"Scott, Brandon",1267343,Fr.,2013-14,4,0,-,0,-,0,-,0:00,0,0.00,0,0
Adams St.,929,2014,"Stefanko, Matthew",1373301,Sr.,2013-14,17,0,-,1,0.06,1,0.06,0:00,0,0.00,0,0
Adams St.,929,2014,"Vega, Vicente",1513474,---,2013-14,2,0,-,0,-,0,-,0:00,0,0.00,0,0
Adams St.,929,2014,"Villafranco, Diego",1373314,So.,2013-14,15,0,-,1,0.07,1,0.07,0:00,0,0.00,0,0
Adams St.,929,2014,"Visser, Garrett",1373322,So.,2013-14,-,-,-,-,-,-,-,-,-,-,-,-
Adams St.,929,2014,"Visser, C.J.",1373300,So.,2013-14,2,0,-,0,-,0,-,0:00,0,0.00,0,0
Adams St.,929,2014,"Wagner, Shane",1506242,Jr.,2013-14,15,0,-,0,-,0,-,0:00,0,0.00,0,0
Adams St.,929,2014,"Webb, Nick",1511583,---,2013-14,1,0,-,0,-,0,-,0:00,0,0.00,0,0
Adams St.,929,2014,"Weisenberger, Cody",1373321,So.,2013-14,16,0,-,0,-,0,-,0:00,0,0.00,0,0
Adams St.,929,2014,"White, Bryce",1149127,Sr.,2013-14,4,0,-,0,-,0,-,0:00,0,0.00,0,0
Adams St.,929,2014,"Wilson, Jared",1373299,Sr.,2013-14,17,0,-,0,-,0,-,1582:18,25,0.02,81,5
Adelphi,3,2014,"Aguiar, Juan",1492498,Sr.,2013-14,15,6,0.40,5,0.33,17,1.13,0:00,0,0.00,0,0
Adelphi,3,2014,"Butler, TJ",1492494,Fr.,2013-14,15,0,-,0,-,0,-,0:00,0,0.00,0,0
Adelphi,3,2014,"Costa, Nicholas",1117419,Sr.,2013-14,16,1,0.06,7,0.44,9,0.56,0:00,0,0.00,0,0
Adelphi,3,2014,"Delph, Matt",1224579,Jr.,2013-14,3,0,-,0,-,0,-,0:00,0,0.00,0,0
Adelphi,3,2014,"Finn, Danny",1224580,Jr.,2013-14,-,-,-,-,-,-,-,-,-,-,-,-
Adelphi,3,2014,"Guerra, Michael",1117420,Sr.,2013-14,17,0,-,0,-,0,-,0:00,0,0.00,0,0
Adelphi,3,2014,"Hibbert, Jordan",1224582,Jr.,2013-14,14,0,-,0,-,0,-,0:00,0,0.00,0,0
Adelphi,3,2014,"Hohns, Julian",1492495,Jr.,2013-14,16,0,-,0,-,0,-,0:00,0,0.00,0,0
Adelphi,3,2014,"Hueber, Caelan",1492503,Fr.,2013-14,18,7,0.39,2,0.11,16,0.89,0:00,0,0.00,0,0
Adelphi,3,2014,"Jablanski, Tyler",1492499,Fr.,2013-14,-,-,-,-,-,-,-,-,-,-,-,-
Adelphi,3,2014,"Joseph, Chris",1354403,So.,2013-14,16,1,0.06,0,-,2,0.13,0:00,0,0.00,0,0
Adelphi,3,2014,"Laroche, Yannick",1354404,So.,2013-14,4,0,-,0,-,0,-,0:00,0,0.00,0,0
Adelphi,3,2014,"Lird, Christian",1492497,So.,2013-14,-,-,-,-,-,-,-,-,-,-,-,-
Adelphi,3,2014,"Maurello, Gabe",1492501,---,2013-14,3,0,-,0,-,0,-,0:00,0,0.00,0,0
Adelphi,3,2014,"McLaughlin, Shane",1492500,So.,2013-14,12,1,0.08,1,0.08,3,0.25,0:00,0,0.00,0,0
Adelphi,3,2014,"Morgan, Brian",1492492,Fr.,2013-14,-,-,-,-,-,-,-,-,-,-,-,-
Adelphi,3,2014,"Nichols, Ben",1354407,So.,2013-14,-,-,-,-,-,-,-,-,-,-,-,-
Adelphi,3,2014,"Pardo, Sergio",1492504,So.,2013-14,1,0,-,0,-,0,-,0:00,0,0.00,0,0
Adelphi,3,2014,"Penzini, Alejandro",1354408,So.,2013-14,18,7,0.39,3,0.17,17,0.94,0:00,0,0.00,0,0
Adelphi,3,2014,"Powell, Spencer",1492493,Fr.,2013-14,-,-,-,-,-,-,-,-,-,-,-,-
Adelphi,3,2014,"Reyes, Sergio",1492505,Fr.,2013-14,7,0,-,0,-,0,-,646:59,9,0.02,23,3
Adelphi,3,2014,"Rezin, Will",1354410,So.,2013-14,8,0,-,1,0.13,1,0.13,0:00,0,0.00,0,0
Adelphi,3,2014,"Sabal, John",1354411,Jr.,2013-14,18,2,0.11,0,-,4,0.22,0:00,0,0.00,0,0
Adelphi,3,2014,"Salamah, Ahmad",1224586,Jr.,2013-14,11,0,-,0,-,0,-,997:05,8,0.01,57,7
